date,city,description
2012-10-21,San Francisco,broken clouds
2012-10-21,Seattle,broken clouds
2012-10-21,Tel Aviv District,sky is clear
2012-10-21,Toronto,sky is clear
2012-10-21,Vancouver,broken clouds
2012-10-22,Albuquerque,scattered clouds
2012-10-22,Atlanta,sky is clear
2012-10-22,Beersheba,sky is clear
2012-10-22,Boston,sky is clear
2012-10-22,Charlotte,sky is clear
2012-10-22,Chicago,few clouds
2012-10-22,Dallas,overcast clouds
2012-10-22,Denver,sky is clear
2012-10-22,Detroit,sky is clear
2012-10-22,Eilat,scattered clouds
2012-10-22,Haifa,sky is clear
2012-10-22,Houston,sky is clear
2012-10-22,Indianapolis,few clouds
2012-10-22,Jacksonville,sky is clear
2012-10-22,Jerusalem,sky is clear
2012-10-22,Kansas City,sky is clear
2012-10-22,Las Vegas,sky is clear
2012-10-22,Los Angeles,overcast clouds
2012-10-22,Miami,scattered clouds
2012-10-22,Minneapolis,broken clouds
2012-10-22,Montreal,broken clouds
2012-10-22,Nahariyya,sky is clear
2012-10-22,Nashville,sky is clear
2012-10-22,New York,scattered clouds
2012-10-22,Philadelphia,sky is clear
2012-10-22,Phoenix,scattered clouds
2012-10-22,Pittsburgh,overcast clouds
2012-10-22,Portland,mist
2012-10-22,Saint Louis,sky is clear
2012-10-22,San Antonio,sky is clear
2012-10-22,San Diego,light intensity drizzle
2012-10-22,San Francisco,sky is clear
2012-10-22,Seattle,overcast clouds
2012-10-22,Tel Aviv District,sky is clear
2012-10-22,Toronto,sky is clear
2012-10-22,Vancouver,sky is clear
2012-10-23,Albuquerque,sky is clear
2012-10-23,Atlanta,sky is clear
2012-10-23,Beersheba,sky is clear
2012-10-23,Boston,sky is clear
2012-10-23,Charlotte,sky is clear
2012-10-23,Chicago,few clouds
2012-10-23,Dallas,broken clouds
2012-10-23,Denver,sky is clear
2012-10-23,Detroit,sky is clear
2012-10-23,Eilat,sky is clear
2012-10-23,Haifa,sky is clear
2012-10-23,Houston,few clouds
2012-10-23,Indianapolis,broken clouds
2012-10-23,Jacksonville,few clouds
2012-10-23,Jerusalem,sky is clear
2012-10-23,Kansas City,overcast clouds
2012-10-23,Las Vegas,sky is clear
2012-10-23,Los Angeles,overcast clouds
2012-10-23,Miami,sky is clear
2012-10-23,Minneapolis,overcast clouds
2012-10-23,Montreal,few clouds
2012-10-23,Nahariyya,sky is clear
2012-10-23,Nashville,scattered clouds
2012-10-23,New York,sky is clear
2012-10-23,Philadelphia,sky is clear
2012-10-23,Phoenix,sky is clear
2012-10-23,Pittsburgh,sky is clear
2012-10-23,Portland,broken clouds
2012-10-23,Saint Louis,overcast clouds
2012-10-23,San Antonio,scattered clouds
2012-10-23,San Diego,broken clouds
2012-10-23,San Francisco,light rain
2012-10-23,Seattle,overcast clouds
2012-10-23,Tel Aviv District,sky is clear
2012-10-23,Toronto,sky is clear
2012-10-23,Vancouver,sky is clear
2012-10-24,Albuquerque,sky is clear
2012-10-24,Atlanta,sky is clear
2012-10-24,Beersheba,sky is clear
2012-10-24,Boston,sky is clear
2012-10-24,Charlotte,sky is clear
2012-10-24,Chicago,mist
2012-10-24,Dallas,broken clouds
2012-10-24,Denver,scattered clouds
2012-10-24,Detroit,overcast clouds
2012-10-24,Eilat,sky is clear
2012-10-24,Haifa,sky is clear
2012-10-24,Houston,few clouds
2012-10-24,Indianapolis,overcast clouds
2012-10-24,Jacksonville,broken clouds
2012-10-24,Jerusalem,sky is clear
2012-10-24,Kansas City,overcast clouds
2012-10-24,Las Vegas,sky is clear
2012-10-24,Los Angeles,sky is clear
2012-10-24,Miami,broken clouds
2012-10-24,Minneapolis,mist
2012-10-24,Montreal,broken clouds
2012-10-24,Nahariyya,sky is clear
2012-10-24,Nashville,sky is clear
2012-10-24,New York,broken clouds
2012-10-24,Philadelphia,broken clouds
2012-10-24,Phoenix,few clouds
2012-10-24,Pittsburgh,sky is clear
2012-10-24,Portland,broken clouds
2012-10-24,Saint Louis,sky is clear
2012-10-24,San Antonio,overcast clouds
2012-10-24,San Diego,broken clouds
2012-10-24,San Francisco,broken clouds
2012-10-24,Seattle,overcast clouds
2012-10-24,Tel Aviv District,sky is clear
2012-10-24,Toronto,mist
2012-10-24,Vancouver,sky is clear
2012-10-25,Albuquerque,broken clouds
2012-10-25,Atlanta,sky is clear
2012-10-25,Beersheba,sky is clear
2012-10-25,Boston,overcast clouds
2012-10-25,Charlotte,sky is clear
2012-10-25,Chicago,broken clouds
2012-10-25,Dallas,sky is clear
2012-10-25,Denver,overcast clouds
2012-10-25,Detroit,sky is clear
2012-10-25,Eilat,sky is clear
2012-10-25,Haifa,sky is clear
2012-10-25,Houston,sky is clear
2012-10-25,Indianapolis,few clouds
2012-10-25,Jacksonville,scattered clouds
2012-10-25,Jerusalem,sky is clear
2012-10-25,Kansas City,sky is clear
2012-10-25,Las Vegas,sky is clear
2012-10-25,Los Angeles,sky is clear
2012-10-25,Miami,broken clouds
2012-10-25,Minneapolis,mist
2012-10-25,Montreal,sky is clear
2012-10-25,Nahariyya,sky is clear
2012-10-25,Nashville,sky is clear
2012-10-25,New York,mist
2012-10-25,Philadelphia,mist
2012-10-25,Phoenix,sky is clear
2012-10-25,Pittsburgh,sky is clear
2012-10-25,Portland,light rain
2012-10-25,Saint Louis,sky is clear
2012-10-25,San Antonio,sky is clear
2012-10-25,San Diego,broken clouds
2012-10-25,San Francisco,broken clouds
2012-10-25,Seattle,overcast clouds
2012-10-25,Tel Aviv District,sky is clear
2012-10-25,Toronto,sky is clear
2012-10-25,Vancouver,sky is clear
2012-10-26,Albuquerque,sky is clear
2012-10-26,Atlanta,sky is clear
2012-10-26,Beersheba,sky is clear
2012-10-26,Boston,sky is clear
2012-10-26,Charlotte,sky is clear
2012-10-26,Chicago,broken clouds
2012-10-26,Dallas,broken clouds
2012-10-26,Denver,mist
2012-10-26,Detroit,sky is clear
2012-10-26,Eilat,sky is clear
2012-10-26,Haifa,sky is clear
2012-10-26,Houston,broken clouds
2012-10-26,Indianapolis,few clouds
2012-10-26,Jacksonville,broken clouds
2012-10-26,Jerusalem,sky is clear
2012-10-26,Kansas City,overcast clouds
2012-10-26,Las Vegas,sky is clear
2012-10-26,Los Angeles,sky is clear
2012-10-26,Miami,light rain
2012-10-26,Minneapolis,heavy snow
2012-10-26,Montreal,broken clouds
2012-10-26,Nahariyya,sky is clear
2012-10-26,Nashville,sky is clear
2012-10-26,New York,mist
2012-10-26,Philadelphia,overcast clouds
2012-10-26,Phoenix,sky is clear
2012-10-26,Pittsburgh,sky is clear
2012-10-26,Portland,light rain
2012-10-26,Saint Louis,sky is clear
2012-10-26,San Antonio,overcast clouds
2012-10-26,San Diego,sky is clear
2012-10-26,San Francisco,broken clouds
2012-10-26,Seattle,overcast clouds
2012-10-26,Tel Aviv District,few clouds
2012-10-26,Toronto,mist
2012-10-26,Vancouver,sky is clear
2012-10-27,Albuquerque,sky is clear
2012-10-27,Atlanta,sky is clear
2012-10-27,Beersheba,sky is clear
2012-10-27,Boston,sky is clear
2012-10-27,Charlotte,mist
2012-10-27,Chicago,broken clouds
2012-10-27,Dallas,overcast clouds
2012-10-27,Denver,mist
2012-10-27,Detroit,overcast clouds
2012-10-27,Eilat,sky is clear
2012-10-27,Haifa,sky is clear
2012-10-27,Houston,overcast clouds
2012-10-27,Indianapolis,overcast clouds
2012-10-27,Jacksonville,overcast clouds
2012-10-27,Jerusalem,sky is clear
2012-10-27,Kansas City,overcast clouds
2012-10-27,Las Vegas,sky is clear
2012-10-27,Los Angeles,sky is clear
2012-10-27,Miami,light rain
2012-10-27,Minneapolis,overcast clouds
2012-10-27,Montreal,sky is clear
2012-10-27,Nahariyya,sky is clear
2012-10-27,Nashville,overcast clouds
2012-10-27,New York,overcast clouds
2012-10-27,Philadelphia,overcast clouds
2012-10-27,Phoenix,sky is clear
2012-10-27,Pittsburgh,sky is clear
2012-10-27,Portland,overcast clouds
2012-10-27,Saint Louis,overcast clouds
2012-10-27,San Antonio,overcast clouds
2012-10-27,San Diego,sky is clear
2012-10-27,San Francisco,sky is clear
2012-10-27,Seattle,overcast clouds
2012-10-27,Tel Aviv District,scattered clouds
2012-10-27,Toronto,sky is clear
2012-10-27,Vancouver,sky is clear
2012-10-28,Albuquerque,sky is clear
2012-10-28,Atlanta,sky is clear
2012-10-28,Beersheba,sky is clear
2012-10-28,Boston,mist
2012-10-28,Charlotte,overcast clouds
2012-10-28,Chicago,scattered clouds
2012-10-28,Dallas,sky is clear
2012-10-28,Denver,scattered clouds
2012-10-28,Detroit,sky is clear
2012-10-28,Eilat,sky is clear
2012-10-28,Haifa,sky is clear
2012-10-28,Houston,overcast clouds
2012-10-28,Indianapolis,few clouds
2012-10-28,Jacksonville,overcast clouds
2012-10-28,Jerusalem,sky is clear
2012-10-28,Kansas City,sky is clear
2012-10-28,Las Vegas,sky is clear
2012-10-28,Los Angeles,sky is clear
2012-10-28,Miami,scattered clouds
2012-10-28,Minneapolis,overcast clouds
2012-10-28,Montreal,sky is clear
2012-10-28,Nahariyya,sky is clear
2012-10-28,Nashville,overcast clouds
2012-10-28,New York,overcast clouds
2012-10-28,Philadelphia,overcast clouds
2012-10-28,Phoenix,sky is clear
2012-10-28,Pittsburgh,overcast clouds
2012-10-28,Portland,overcast clouds
2012-10-28,Saint Louis,sky is clear
2012-10-28,San Antonio,overcast clouds
2012-10-28,San Diego,sky is clear
2012-10-28,San Francisco,few clouds
2012-10-28,Seattle,overcast clouds
2012-10-28,Tel Aviv District,scattered clouds
2012-10-28,Toronto,sky is clear
2012-10-28,Vancouver,sky is clear
2012-10-29,Albuquerque,scattered clouds
2012-10-29,Atlanta,overcast clouds
2012-10-29,Beersheba,sky is clear
2012-10-29,Boston,mist
2012-10-29,Charlotte,overcast clouds
2012-10-29,Chicago,broken clouds
2012-10-29,Dallas,sky is clear
2012-10-29,Denver,broken clouds
2012-10-29,Detroit,overcast clouds
2012-10-29,Eilat,sky is clear
2012-10-29,Haifa,sky is clear
2012-10-29,Houston,sky is clear
2012-10-29,Indianapolis,broken clouds
2012-10-29,Jacksonville,few clouds
2012-10-29,Jerusalem,sky is clear
2012-10-29,Kansas City,sky is clear
2012-10-29,Las Vegas,sky is clear
2012-10-29,Los Angeles,sky is clear
2012-10-29,Miami,sky is clear
2012-10-29,Minneapolis,broken clouds
2012-10-29,Montreal,sky is clear
2012-10-29,Nahariyya,sky is clear
2012-10-29,Nashville,overcast clouds
2012-10-29,New York,overcast clouds
2012-10-29,Philadelphia,overcast clouds
2012-10-29,Phoenix,sky is clear
2012-10-29,Pittsburgh,mist
2012-10-29,Portland,light rain
2012-10-29,Saint Louis,sky is clear
2012-10-29,San Antonio,overcast clouds
2012-10-29,San Diego,sky is clear
2012-10-29,San Francisco,few clouds
2012-10-29,Seattle,sky is clear
2012-10-29,Tel Aviv District,sky is clear
2012-10-29,Toronto,sky is clear
2012-10-29,Vancouver,sky is clear
2012-10-30,Albuquerque,few clouds
2012-10-30,Atlanta,sky is clear
2012-10-30,Beersheba,sky is clear
2012-10-30,Boston,mist
2012-10-30,Charlotte,overcast clouds
2012-10-30,Chicago,broken clouds
2012-10-30,Dallas,sky is clear
2012-10-30,Denver,broken clouds
2012-10-30,Detroit,light rain
2012-10-30,Eilat,sky is clear
2012-10-30,Haifa,sky is clear
2012-10-30,Houston,sky is clear
2012-10-30,Indianapolis,broken clouds
2012-10-30,Jacksonville,few clouds
2012-10-30,Jerusalem,sky is clear
2012-10-30,Kansas City,sky is clear
2012-10-30,Las Vegas,sky is clear
2012-10-30,Los Angeles,sky is clear
2012-10-30,Miami,scattered clouds
2012-10-30,Minneapolis,broken clouds
2012-10-30,Montreal,sky is clear
2012-10-30,Nahariyya,sky is clear
2012-10-30,Nashville,sky is clear
2012-10-30,New York,overcast clouds
2012-10-30,Philadelphia,mist
2012-10-30,Phoenix,sky is clear
2012-10-30,Pittsburgh,mist
2012-10-30,Portland,light rain
2012-10-30,Saint Louis,sky is clear
2012-10-30,San Antonio,sky is clear
2012-10-30,San Diego,few clouds
2012-10-30,San Francisco,mist
2012-10-30,Seattle,overcast clouds
2012-10-30,Tel Aviv District,sky is clear
2012-10-30,Toronto,light rain
2012-10-30,Vancouver,sky is clear
2012-10-31,Albuquerque,sky is clear
2012-10-31,Atlanta,sky is clear
2012-10-31,Beersheba,sky is clear
2012-10-31,Boston,mist
2012-10-31,Charlotte,overcast clouds
2012-10-31,Chicago,overcast clouds
2012-10-31,Dallas,sky is clear
2012-10-31,Denver,broken clouds
2012-10-31,Detroit,light rain
2012-10-31,Eilat,sky is clear
2012-10-31,Haifa,sky is clear
2012-10-31,Houston,sky is clear
2012-10-31,Indianapolis,overcast clouds
2012-10-31,Jacksonville,sky is clear
2012-10-31,Jerusalem,sky is clear
2012-10-31,Kansas City,sky is clear
2012-10-31,Las Vegas,sky is clear
2012-10-31,Los Angeles,fog
2012-10-31,Miami,broken clouds
2012-10-31,Minneapolis,few clouds
2012-10-31,Montreal,sky is clear
2012-10-31,Nahariyya,sky is clear
2012-10-31,Nashville,sky is clear
2012-10-31,New York,light rain
2012-10-31,Philadelphia,light rain
2012-10-31,Phoenix,sky is clear
2012-10-31,Pittsburgh,light rain
2012-10-31,Portland,mist
2012-10-31,Saint Louis,sky is clear
2012-10-31,San Antonio,sky is clear
2012-10-31,San Diego,mist
2012-10-31,San Francisco,fog
2012-10-31,Seattle,overcast clouds
2012-10-31,Tel Aviv District,sky is clear
2012-10-31,Toronto,light rain
2012-10-31,Vancouver,sky is clear
2012-11-01,Albuquerque,sky is clear
2012-11-01,Atlanta,sky is clear
2012-11-01,Beersheba,sky is clear
2012-11-01,Boston,sky is clear
2012-11-01,Charlotte,broken clouds
2012-11-01,Chicago,overcast clouds
2012-11-01,Dallas,sky is clear
2012-11-01,Denver,broken clouds
2012-11-01,Detroit,overcast clouds
2012-11-01,Eilat,sky is clear
2012-11-01,Haifa,sky is clear
2012-11-01,Houston,mist
2012-11-01,Indianapolis,overcast clouds
2012-11-01,Jacksonville,sky is clear
2012-11-01,Jerusalem,sky is clear
2012-11-01,Kansas City,sky is clear
2012-11-01,Las Vegas,sky is clear
2012-11-01,Los Angeles,haze
2012-11-01,Miami,sky is clear
2012-11-01,Minneapolis,sky is clear
2012-11-01,Montreal,mist
2012-11-01,Nahariyya,sky is clear
2012-11-01,Nashville,sky is clear
2012-11-01,New York,overcast clouds
2012-11-01,Philadelphia,overcast clouds
2012-11-01,Phoenix,sky is clear
2012-11-01,Pittsburgh,mist
2012-11-01,Portland,light rain
2012-11-01,Saint Louis,sky is clear
2012-11-01,San Antonio,sky is clear
2012-11-01,San Diego,haze
2012-11-01,San Francisco,mist
2012-11-01,Seattle,mist
2012-11-01,Tel Aviv District,sky is clear
2012-11-01,Toronto,sky is clear
2012-11-01,Vancouver,sky is clear
2012-11-02,Albuquerque,sky is clear
2012-11-02,Atlanta,sky is clear
2012-11-02,Beersheba,sky is clear
2012-11-02,Boston,sky is clear
2012-11-02,Charlotte,few clouds
2012-11-02,Chicago,broken clouds
2012-11-02,Dallas,sky is clear
2012-11-02,Denver,overcast clouds
2012-11-02,Detroit,overcast clouds
2012-11-02,Eilat,sky is clear
2012-11-02,Haifa,sky is clear
2012-11-02,Houston,fog
2012-11-02,Indianapolis,few clouds
2012-11-02,Jacksonville,sky is clear
2012-11-02,Jerusalem,sky is clear
2012-11-02,Kansas City,sky is clear
2012-11-02,Las Vegas,sky is clear
2012-11-02,Los Angeles,haze
2012-11-02,Miami,sky is clear
2012-11-02,Minneapolis,overcast clouds
2012-11-02,Montreal,light rain
2012-11-02,Nahariyya,sky is clear
2012-11-02,Nashville,sky is clear
2012-11-02,New York,broken clouds
2012-11-02,Philadelphia,broken clouds
2012-11-02,Phoenix,scattered clouds
2012-11-02,Pittsburgh,light rain
2012-11-02,Portland,light rain
2012-11-02,Saint Louis,sky is clear
2012-11-02,San Antonio,sky is clear
2012-11-02,San Diego,broken clouds
2012-11-02,San Francisco,light rain
2012-11-02,Seattle,overcast clouds
2012-11-02,Tel Aviv District,sky is clear
2012-11-02,Toronto,sky is clear
2012-11-02,Vancouver,sky is clear
2012-11-03,Albuquerque,sky is clear
2012-11-03,Atlanta,sky is clear
2012-11-03,Beersheba,sky is clear
2012-11-03,Boston,sky is clear
2012-11-03,Charlotte,sky is clear
2012-11-03,Chicago,sky is clear
2012-11-03,Dallas,sky is clear
2012-11-03,Denver,broken clouds
2012-11-03,Detroit,overcast clouds
2012-11-03,Eilat,sky is clear
2012-11-03,Haifa,sky is clear
2012-11-03,Houston,fog
2012-11-03,Indianapolis,scattered clouds
2012-11-03,Jacksonville,sky is clear
2012-11-03,Jerusalem,sky is clear
2012-11-03,Kansas City,sky is clear
2012-11-03,Las Vegas,sky is clear
2012-11-03,Los Angeles,sky is clear
2012-11-03,Miami,sky is clear
2012-11-03,Minneapolis,broken clouds
2012-11-03,Montreal,light rain
2012-11-03,Nahariyya,sky is clear
2012-11-03,Nashville,sky is clear
2012-11-03,New York,overcast clouds
2012-11-03,Philadelphia,overcast clouds
2012-11-03,Phoenix,haze
2012-11-03,Pittsburgh,overcast clouds
2012-11-03,Portland,overcast clouds
2012-11-03,Saint Louis,sky is clear
2012-11-03,San Antonio,sky is clear
2012-11-03,San Diego,broken clouds
2012-11-03,San Francisco,sky is clear
2012-11-03,Seattle,broken clouds
2012-11-03,Tel Aviv District,sky is clear
2012-11-03,Toronto,overcast clouds
2012-11-03,Vancouver,sky is clear
2012-11-04,Albuquerque,sky is clear
2012-11-04,Atlanta,sky is clear
2012-11-04,Beersheba,sky is clear
2012-11-04,Boston,sky is clear
2012-11-04,Charlotte,sky is clear
2012-11-04,Chicago,overcast clouds
2012-11-04,Dallas,sky is clear
2012-11-04,Denver,broken clouds
2012-11-04,Detroit,overcast clouds
2012-11-04,Eilat,sky is clear
2012-11-04,Haifa,sky is clear
2012-11-04,Houston,sky is clear
2012-11-04,Indianapolis,scattered clouds
2012-11-04,Jacksonville,sky is clear
2012-11-04,Jerusalem,sky is clear
2012-11-04,Kansas City,sky is clear
2012-11-04,Las Vegas,sky is clear
2012-11-04,Los Angeles,haze
2012-11-04,Miami,sky is clear
2012-11-04,Minneapolis,overcast clouds
2012-11-04,Montreal,light rain
2012-11-04,Nahariyya,sky is clear
2012-11-04,Nashville,scattered clouds
2012-11-04,New York,scattered clouds
2012-11-04,Philadelphia,overcast clouds
2012-11-04,Phoenix,sky is clear
2012-11-04,Pittsburgh,overcast clouds
2012-11-04,Portland,mist
2012-11-04,Saint Louis,sky is clear
2012-11-04,San Antonio,sky is clear
2012-11-04,San Diego,scattered clouds
2012-11-04,San Francisco,scattered clouds
2012-11-04,Seattle,overcast clouds
2012-11-04,Tel Aviv District,sky is clear
2012-11-04,Toronto,sky is clear
2012-11-04,Vancouver,sky is clear
2012-11-05,Albuquerque,sky is clear
2012-11-05,Atlanta,sky is clear
2012-11-05,Beersheba,sky is clear
2012-11-05,Boston,sky is clear
2012-11-05,Charlotte,sky is clear
2012-11-05,Chicago,sky is clear
2012-11-05,Dallas,sky is clear
2012-11-05,Denver,sky is clear
2012-11-05,Detroit,overcast clouds
2012-11-05,Eilat,sky is clear
2012-11-05,Haifa,sky is clear
2012-11-05,Houston,mist
2012-11-05,Indianapolis,scattered clouds
2012-11-05,Jacksonville,sky is clear
2012-11-05,Jerusalem,sky is clear
2012-11-05,Kansas City,sky is clear
2012-11-05,Las Vegas,sky is clear
2012-11-05,Los Angeles,sky is clear
2012-11-05,Miami,sky is clear
2012-11-05,Minneapolis,overcast clouds
2012-11-05,Montreal,sky is clear
2012-11-05,Nahariyya,sky is clear
2012-11-05,Nashville,sky is clear
2012-11-05,New York,sky is clear
2012-11-05,Philadelphia,overcast clouds
2012-11-05,Phoenix,sky is clear
2012-11-05,Pittsburgh,overcast clouds
2012-11-05,Portland,overcast clouds
2012-11-05,Saint Louis,sky is clear
2012-11-05,San Antonio,sky is clear
2012-11-05,San Diego,mist
2012-11-05,San Francisco,sky is clear
2012-11-05,Seattle,overcast clouds
2012-11-05,Tel Aviv District,sky is clear
2012-11-05,Toronto,sky is clear
2012-11-05,Vancouver,sky is clear
2012-11-06,Albuquerque,sky is clear
2012-11-06,Atlanta,sky is clear
2012-11-06,Beersheba,sky is clear
2012-11-06,Boston,sky is clear
2012-11-06,Charlotte,sky is clear
2012-11-06,Chicago,sky is clear
2012-11-06,Dallas,sky is clear
2012-11-06,Denver,sky is clear
2012-11-06,Detroit,sky is clear
2012-11-06,Eilat,sky is clear
2012-11-06,Haifa,sky is clear
2012-11-06,Houston,sky is clear
2012-11-06,Indianapolis,sky is clear
2012-11-06,Jacksonville,sky is clear
2012-11-06,Jerusalem,sky is clear
2012-11-06,Kansas City,sky is clear
2012-11-06,Las Vegas,sky is clear
2012-11-06,Los Angeles,sky is clear
2012-11-06,Miami,sky is clear
2012-11-06,Minneapolis,sky is clear
2012-11-06,Montreal,sky is clear
2012-11-06,Nahariyya,sky is clear
2012-11-06,Nashville,sky is clear
2012-11-06,New York,sky is clear
2012-11-06,Philadelphia,sky is clear
2012-11-06,Phoenix,sky is clear
2012-11-06,Pittsburgh,sky is clear
2012-11-06,Portland,sky is clear
2012-11-06,Saint Louis,sky is clear
2012-11-06,San Antonio,sky is clear
2012-11-06,San Diego,sky is clear
2012-11-06,San Francisco,sky is clear
2012-11-06,Seattle,sky is clear
2012-11-06,Tel Aviv District,sky is clear
